Rank,Feature,Mean_SHAP,Std_Dev
1,Wind_GWh_RollingMean3,199.42305924422803,101.2059193146677
2,Wind_GWh_Lag12,70.35258986975049,42.17473723559731
3,Wind_Speed_10m,48.2801606452755,33.176343582684915
4,Wind_Capacity_MW,47.88154587754687,6.125139741199789
5,Wind_GWh_Lag1,44.20832986210671,22.044133498368613
6,Cloud_Cover,8.40556015736816,6.116920791019576
7,Wind_GWh_Lag2,7.324499429620643,4.875906033168861
8,Temperature_Celsius,5.734617713673143,3.7578254548363863
