feature,mean_abs_shap
Wind_GWh_RollingMean3,144.66474437334958
Wind_GWh_Lag12,62.585301304859904
Wind_GWh_Lag24,54.12152135477072
Wind_Speed_10m,45.88802509098076
Wind_Capacity_MW,25.661020464170097
Wind_GWh_Lag1,24.430450387134997
RollingMean_12,13.388649970760207
Wind_GWh_Lag2,8.608101777980204
Temperature_Celsius,6.702678067183019
RollingMean_6,5.64152446483621
