Date,Wind_GWh,Solar_GWh,Wind_Speed_10m,Temperature_Celsius,Cloud_Cover,Solar_Radiation_MJ_per_m2,Wind_Capacity_MW,Solar_Capacity_MW,Wind_GWh_Lag1,Wind_GWh_Lag2,Wind_GWh_Lag12,Solar_GWh_Lag1,Solar_GWh_Lag2,Solar_GWh_Lag12,Wind_GWh_RollingMean3,Solar_GWh_RollingMean3,East_Wind_Total_MW,West_Wind_Total_MW,North_Wind_Total_MW,South_Wind_Total_MW,East_Solar_Total_MW,West_Solar_Total_MW,South_Solar_Total_MW
2021-04-01,641.598,0.0,1.2520727,7.8422894,0.56305015,16751450.0,4332.811,92.4,962.325,1348.293,574.227,0.0,0.0,0.0,984.0719999999998,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-05-01,745.216,0.0,1.4888191,9.726217,0.65080404,19232630.0,4332.811,92.4,641.598,962.325,767.836,0.0,0.0,0.0,783.0463333333333,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-06-01,587.373,0.0,1.1602193,13.243694,0.78278726,18135260.0,4332.811,92.4,745.216,641.598,725.201,0.0,0.0,0.0,658.0623333333333,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-07-01,296.283,0.0,1.0993071,16.130602,0.7222974,18633744.0,4332.811,92.4,587.373,745.216,761.876,0.0,0.0,0.0,542.9573333333334,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-08-01,547.06,0.0,1.399736,15.290002,0.752724,14261697.0,4332.811,92.4,296.283,587.373,629.406,0.0,0.0,0.0,476.9053333333333,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-09-01,520.881,0.0,1.9989759,15.014957,0.80015755,9646984.0,4332.811,92.4,547.06,296.283,755.488,0.0,0.0,0.0,454.74133333333333,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-10-01,956.485,0.0,4.104782,12.323149,0.80927616,5814523.5,4332.811,92.4,520.881,547.06,1136.627,0.0,0.0,0.0,674.8086666666667,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-11-01,936.019,0.0,3.7885647,9.570084,0.76607424,3041964.5,4332.811,92.4,956.485,520.881,1060.059,0.0,0.0,0.0,804.4616666666666,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2021-12-01,1225.576,0.0,2.5414236,8.336743,0.8230989,1758544.4,4332.811,92.4,936.019,956.485,1248.375,0.0,0.0,0.0,1039.36,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-01-01,995.264,0.0,3.840677,7.4969196,0.7249272,2749098.2,4332.811,187.9,1225.576,936.019,951.243,0.0,0.0,0.0,1052.2863333333332,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-02-01,1513.214,0.0,6.919896,7.74078,0.7882582,5012300.5,4343.741,187.9,995.264,1225.576,1348.293,0.0,0.0,0.0,1244.6846666666668,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-03-01,932.523,0.0,2.2767649,7.784261,0.52561355,11273184.0,4343.741,187.9,1513.214,995.264,962.325,0.0,0.0,0.0,1147.0003333333334,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-04-01,839.06,0.0,0.5022818,9.08831,0.68836004,14450800.0,4344.241,187.9,932.523,1513.214,641.598,0.0,0.0,0.0,1094.9323333333334,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-05-01,854.119,0.0,3.2270675,11.915799,0.74791116,17655734.0,4344.241,187.9,839.06,932.523,745.216,0.0,0.0,0.0,875.234,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-06-01,725.555,0.0,2.5425527,13.3519335,0.7365742,18422058.0,4344.241,187.9,854.119,839.06,587.373,0.0,0.0,0.0,806.2446666666666,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-07-01,520.754,0.0,2.284485,15.516557,0.8263424,17238790.0,4367.301,187.9,725.555,854.119,296.283,0.0,0.0,0.0,700.1426666666666,0.0,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-08-01,509.108,2.767,1.703583,16.02444,0.64353806,16736528.0,4367.301,187.9,520.754,725.555,547.06,0.0,0.0,0.0,585.139,0.9223333333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-09-01,643.172,3.242,1.0805953,14.172923,0.7557633,10552561.0,4397.301,187.9,509.108,520.754,520.881,2.767,0.0,0.0,557.678,2.003,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-10-01,1250.767,2.641,4.1950736,12.745035,0.7666021,5893539.5,4427.301,187.9,643.172,509.108,956.485,3.242,2.767,0.0,801.0156666666667,2.8833333333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-11-01,1334.786,2.388,5.466969,10.0863905,0.75596964,3211073.5,4467.901,187.9,1250.767,643.172,936.019,2.641,3.242,0.0,1076.2416666666668,2.757,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2022-12-01,1029.827,2.098,1.6131024,6.0883946,0.6681189,2191883.8,4527.901,187.9,1334.786,1250.767,1225.576,2.388,2.641,0.0,1205.1266666666668,2.375666666666666,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-01-01,1211.068,3.514,4.668418,7.1786823,0.7835365,2587361.2,4556.901,445.2,1029.827,1334.786,995.264,2.098,2.388,0.0,1191.8936666666668,2.6666666666666665,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-02-01,1105.607,9.194,3.141634,8.209258,0.79857236,4910852.5,4570.701,445.2,1211.068,1029.827,1513.214,3.514,2.098,0.0,1115.5006666666668,4.935333333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-03-01,1122.606,15.481,1.8999022,7.538489,0.8026962,8070690.5,4570.701,445.2,1105.607,1211.068,932.523,9.194,3.514,0.0,1146.427,9.396333333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-04-01,933.626,33.999,1.4211257,9.298922,0.7090606,13820624.0,4588.701,445.2,1122.606,1105.607,839.06,15.481,9.194,0.0,1053.9463333333333,19.558000000000003,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-05-01,564.269,63.296,0.95691055,12.22305,0.6966722,19063764.0,4588.701,445.2,933.626,1122.606,854.119,33.999,15.481,0.0,873.5003333333333,37.592,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-06-01,538.073,63.954,1.175437,15.941837,0.60833657,21503196.0,4638.901,445.2,564.269,933.626,725.555,63.296,33.999,0.0,678.656,53.74966666666666,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-07-01,877.184,59.491,3.5401566,14.779753,0.7614344,16268529.0,4666.301,445.2,538.073,564.269,520.754,63.954,63.296,0.0,659.842,62.24699999999999,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-08-01,887.967,55.135,2.3035195,15.340735,0.73130965,14325237.0,4700.701,445.2,877.184,538.073,509.108,59.491,63.954,2.767,767.7413333333334,59.526666666666664,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-09-01,853.168,42.244,2.1854262,15.062298,0.70384854,10359395.0,4713.601,445.2,887.967,877.184,643.172,55.135,59.491,3.242,872.773,52.29,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-10-01,837.014,34.369,1.9013935,12.156175,0.8212453,5632241.5,4713.601,445.2,853.168,887.967,1250.767,42.244,55.135,2.641,859.3829999999999,43.916,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-11-01,1137.068,20.131,3.0257845,9.126877,0.71279585,3445353.8,4713.601,445.2,837.014,853.168,1334.786,34.369,42.244,2.388,942.4166666666666,32.248,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2023-12-01,1537.47,10.196,4.7240267,8.610866,0.79957813,1837946.2,4731.391,445.2,1137.068,837.014,1029.827,20.131,34.369,2.098,1170.5173333333332,21.56533333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-01-01,1141.615,16.93,2.6529243,6.3108726,0.67046,2713160.5,4731.391,0.0,1537.47,1137.068,1211.068,10.196,20.131,3.514,1272.051,15.75233333333333,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-02-01,1197.359,19.941,3.7877448,8.143121,0.8435049,4521177.0,4747.291,0.0,1141.615,1537.47,1105.607,16.93,10.196,9.194,1292.148,15.688999999999998,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-03-01,1330.54,34.572,1.8556459,7.924066,0.77810967,8412219.0,4768.891,0.0,1197.359,1141.615,1122.606,19.941,16.93,15.481,1223.1713333333335,23.814333333333334,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-04-01,928.997,65.365,2.0350413,9.290166,0.7354762,13807354.0,4768.891,0.0,1330.54,1197.359,933.626,34.572,19.941,33.999,1152.2986666666666,39.959333333333326,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-05-01,560.063,94.089,0.8489122,12.366132,0.7400812,17416382.0,4768.891,0.0,928.997,1330.54,564.269,65.365,34.572,63.296,939.8666666666667,64.67533333333334,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-06-01,640.203,101.188,3.124601,12.811061,0.73188317,18564728.0,4809.891,0.0,560.063,928.997,538.073,94.089,65.365,63.954,709.7543333333333,86.88066666666667,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-07-01,587.208,115.457,2.1052315,14.305027,0.78863937,16557731.0,4809.891,0.0,640.203,560.063,877.184,101.188,94.089,59.491,595.8246666666668,103.57799999999999,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-08-01,947.575,98.174,5.0504804,15.043768,0.7026336,14562473.0,4838.091,0.0,587.208,640.203,887.967,115.457,101.188,55.135,724.9953333333333,104.93966666666665,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-09-01,794.546,73.727,1.9802207,13.350514,0.6683965,10726389.0,4852.591,0.0,947.575,587.208,853.168,98.174,115.457,42.244,776.4430000000001,95.786,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-10-01,1032.437,54.281,2.5294552,12.030245,0.7300662,5882238.0,4934.091,0.0,794.546,947.575,837.014,73.727,98.174,34.369,924.8526666666667,75.394,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-11-01,887.614,23.612,2.0246327,9.667848,0.83975875,2690675.5,4934.091,0.0,1032.437,794.546,1137.068,54.281,73.727,20.131,904.8656666666667,50.54,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
2024-12-01,1318.917,16.222,3.8910756,8.576675,0.7836908,1704224.6,4934.091,0.0,887.614,1032.437,1537.47,23.612,54.281,10.196,1079.656,31.371666666666666,874.789,1244.118,697.3979999999999,2122.201,627.2090000000001,9.2,109.97
