Date,Zone,Type,Connection_Type,Installed_MW
2013-06-01,North,Wind,TSO,356.9
2013-06-01,South,Wind,DSO,1093.551
2013-06-01,South,Wind,TSO,999.85
2013-06-01,South,Wind,TSO,28.8
2013-06-01,West,Wind,DSO,441.118
2013-06-01,West,Wind,TSO,720.0
2013-06-01,West,Wind,TSO,83.0
2013-06-01,East,Solar,DSO,106.609
2013-06-01,East,Solar,TSO,520.6
2013-06-01,South,Solar,DSO,22.97
2013-06-01,South,Solar,TSO,87.0
2013-06-01,West,Solar,DSO,9.2
2013-07-01,East,Wind,DSO,349.389
2013-07-01,East,Wind,TSO,491.4
2013-07-01,East,Wind,TSO,34.0
2013-07-01,North,Wind,DSO,340.498
2013-07-01,North,Wind,TSO,356.9
2013-07-01,South,Wind,DSO,1093.551
2013-07-01,South,Wind,TSO,999.85
2013-07-01,South,Wind,TSO,28.8
2013-07-01,West,Wind,DSO,441.118
2013-07-01,West,Wind,TSO,720.0
2013-07-01,West,Wind,TSO,83.0
2013-07-01,East,Solar,DSO,106.609
2013-07-01,East,Solar,TSO,520.6
2013-07-01,South,Solar,DSO,22.97
2013-07-01,South,Solar,TSO,87.0
2013-07-01,West,Solar,DSO,9.2
2013-08-01,East,Wind,DSO,349.389
2013-08-01,East,Wind,TSO,491.4
2013-08-01,East,Wind,TSO,34.0
2013-08-01,North,Wind,DSO,340.498
2013-08-01,North,Wind,TSO,356.9
2013-08-01,South,Wind,DSO,1093.551
2013-08-01,South,Wind,TSO,999.85
2013-08-01,South,Wind,TSO,28.8
2013-08-01,West,Wind,DSO,441.118
2013-08-01,West,Wind,TSO,720.0
2013-08-01,West,Wind,TSO,83.0
2013-08-01,East,Solar,DSO,106.609
2013-08-01,East,Solar,TSO,520.6
2013-08-01,South,Solar,DSO,22.97
2013-08-01,South,Solar,TSO,87.0
2013-08-01,West,Solar,DSO,9.2
2013-09-01,East,Wind,DSO,349.389
2013-09-01,East,Wind,TSO,491.4
2013-09-01,East,Wind,TSO,34.0
2013-09-01,North,Wind,DSO,340.498
2013-09-01,North,Wind,TSO,356.9
2013-09-01,South,Wind,DSO,1093.551
2013-09-01,South,Wind,TSO,999.85
2013-09-01,South,Wind,TSO,28.8
2013-09-01,West,Wind,DSO,441.118
2013-09-01,West,Wind,TSO,720.0
2013-09-01,West,Wind,TSO,83.0
2013-09-01,East,Solar,DSO,106.609
2013-09-01,East,Solar,TSO,520.6
2013-09-01,South,Solar,DSO,22.97
2013-09-01,South,Solar,TSO,87.0
2013-09-01,West,Solar,DSO,9.2
2013-10-01,East,Wind,DSO,349.389
2013-10-01,East,Wind,TSO,491.4
2013-10-01,East,Wind,TSO,34.0
2013-10-01,North,Wind,DSO,340.498
2013-10-01,North,Wind,TSO,356.9
2013-10-01,South,Wind,DSO,1093.551
2013-10-01,South,Wind,TSO,999.85
2013-10-01,South,Wind,TSO,28.8
2013-10-01,West,Wind,DSO,441.118
2013-10-01,West,Wind,TSO,720.0
2013-10-01,West,Wind,TSO,83.0
2013-10-01,East,Solar,DSO,106.609
2013-10-01,East,Solar,TSO,520.6
2013-10-01,South,Solar,DSO,22.97
2013-10-01,South,Solar,TSO,87.0
2013-10-01,West,Solar,DSO,9.2
2013-11-01,East,Wind,DSO,349.389
2013-11-01,East,Wind,TSO,491.4
2013-11-01,East,Wind,TSO,34.0
2013-11-01,North,Wind,DSO,340.498
2013-11-01,North,Wind,TSO,356.9
2013-11-01,South,Wind,DSO,1093.551
2013-11-01,South,Wind,TSO,999.85
2013-11-01,South,Wind,TSO,28.8
2013-11-01,West,Wind,DSO,441.118
2013-11-01,West,Wind,TSO,720.0
2013-11-01,West,Wind,TSO,83.0
2013-11-01,East,Solar,DSO,106.609
2013-11-01,East,Solar,TSO,520.6
2013-11-01,South,Solar,DSO,22.97
2013-11-01,South,Solar,TSO,87.0
2013-11-01,West,Solar,DSO,9.2
2013-12-01,East,Wind,DSO,349.389
2013-12-01,East,Wind,TSO,491.4
2013-12-01,East,Wind,TSO,34.0
2013-12-01,North,Wind,DSO,340.498
2013-12-01,North,Wind,TSO,356.9
2013-12-01,South,Wind,DSO,1093.551
2013-12-01,South,Wind,TSO,999.85
2013-12-01,South,Wind,TSO,28.8
2013-12-01,West,Wind,DSO,441.118
2013-12-01,West,Wind,TSO,720.0
2013-12-01,West,Wind,TSO,83.0
2013-12-01,East,Solar,DSO,106.609
2013-12-01,East,Solar,TSO,520.6
2013-12-01,South,Solar,DSO,22.97
2013-12-01,South,Solar,TSO,87.0
2013-12-01,West,Solar,DSO,9.2
2014-01-01,East,Wind,DSO,349.389
2014-01-01,East,Wind,TSO,491.4
2014-01-01,East,Wind,TSO,34.0
2014-01-01,North,Wind,DSO,340.498
2014-01-01,North,Wind,TSO,356.9
2014-01-01,South,Wind,DSO,1093.551
2014-01-01,South,Wind,TSO,999.85
2014-01-01,South,Wind,TSO,28.8
2014-01-01,West,Wind,DSO,441.118
2014-01-01,West,Wind,TSO,720.0
2014-01-01,West,Wind,TSO,83.0
2014-01-01,East,Solar,DSO,106.609
2014-01-01,East,Solar,TSO,520.6
2014-01-01,South,Solar,DSO,22.97
2014-01-01,South,Solar,TSO,87.0
2014-01-01,West,Solar,DSO,9.2
2014-02-01,East,Wind,DSO,349.389
2014-02-01,East,Wind,TSO,491.4
2014-02-01,East,Wind,TSO,34.0
2014-02-01,North,Wind,DSO,340.498
2014-02-01,North,Wind,TSO,356.9
2014-02-01,South,Wind,DSO,1093.551
2014-02-01,South,Wind,TSO,999.85
2014-02-01,South,Wind,TSO,28.8
2014-02-01,West,Wind,DSO,441.118
2014-02-01,West,Wind,TSO,720.0
2014-02-01,West,Wind,TSO,83.0
2014-02-01,East,Solar,DSO,106.609
2014-02-01,East,Solar,TSO,520.6
2014-02-01,South,Solar,DSO,22.97
2014-02-01,South,Solar,TSO,87.0
2014-02-01,West,Solar,DSO,9.2
2014-03-01,East,Wind,DSO,349.389
2014-03-01,East,Wind,TSO,491.4
2014-03-01,East,Wind,TSO,34.0
2014-03-01,North,Wind,DSO,340.498
2014-03-01,North,Wind,TSO,356.9
2014-03-01,South,Wind,DSO,1093.551
2014-03-01,South,Wind,TSO,999.85
2014-03-01,South,Wind,TSO,28.8
2014-03-01,West,Wind,DSO,441.118
2014-03-01,West,Wind,TSO,720.0
2014-03-01,West,Wind,TSO,83.0
2014-03-01,East,Solar,DSO,106.609
2014-03-01,East,Solar,TSO,520.6
2014-03-01,South,Solar,DSO,22.97
2014-03-01,South,Solar,TSO,87.0
2014-03-01,West,Solar,DSO,9.2
2014-04-01,East,Wind,DSO,349.389
2014-04-01,East,Wind,TSO,491.4
2014-04-01,East,Wind,TSO,34.0
2014-04-01,North,Wind,DSO,340.498
2014-04-01,North,Wind,TSO,356.9
2014-04-01,South,Wind,DSO,1093.551
2014-04-01,South,Wind,TSO,999.85
2014-04-01,South,Wind,TSO,28.8
2014-04-01,West,Wind,DSO,441.118
2014-04-01,West,Wind,TSO,720.0
2014-04-01,West,Wind,TSO,83.0
2014-04-01,East,Solar,DSO,106.609
2014-04-01,East,Solar,TSO,520.6
2014-04-01,South,Solar,DSO,22.97
2014-04-01,South,Solar,TSO,87.0
2014-04-01,West,Solar,DSO,9.2
2014-05-01,East,Wind,DSO,349.389
2014-05-01,East,Wind,TSO,491.4
2014-05-01,East,Wind,TSO,34.0
2014-05-01,North,Wind,DSO,340.498
2014-05-01,North,Wind,TSO,356.9
2014-05-01,South,Wind,DSO,1093.551
2014-05-01,South,Wind,TSO,999.85
2014-05-01,South,Wind,TSO,28.8
2014-05-01,West,Wind,DSO,441.118
2014-05-01,West,Wind,TSO,720.0
2014-05-01,West,Wind,TSO,83.0
2014-05-01,East,Solar,DSO,106.609
2014-05-01,East,Solar,TSO,520.6
2014-05-01,South,Solar,DSO,22.97
2014-05-01,South,Solar,TSO,87.0
2014-05-01,West,Solar,DSO,9.2
2014-06-01,East,Wind,DSO,349.389
2014-06-01,East,Wind,TSO,491.4
2014-06-01,East,Wind,TSO,34.0
2014-06-01,North,Wind,DSO,340.498
2014-06-01,North,Wind,TSO,356.9
2014-06-01,South,Wind,DSO,1093.551
2014-06-01,South,Wind,TSO,999.85
2014-06-01,South,Wind,TSO,28.8
2014-06-01,West,Wind,DSO,441.118
2014-06-01,West,Wind,TSO,720.0
2014-06-01,West,Wind,TSO,83.0
2014-06-01,East,Solar,DSO,106.609
2014-06-01,East,Solar,TSO,520.6
2014-06-01,South,Solar,DSO,22.97
2014-06-01,South,Solar,TSO,87.0
2014-06-01,West,Solar,DSO,9.2
2014-07-01,East,Wind,DSO,349.389
2014-07-01,East,Wind,TSO,491.4
2014-07-01,East,Wind,TSO,34.0
2014-07-01,North,Wind,DSO,340.498
2014-07-01,North,Wind,TSO,356.9
2014-07-01,South,Wind,DSO,1093.551
2014-07-01,South,Wind,TSO,999.85
2014-07-01,South,Wind,TSO,28.8
2014-07-01,West,Wind,DSO,441.118
2014-07-01,West,Wind,TSO,720.0
2014-07-01,West,Wind,TSO,83.0
2014-07-01,East,Solar,DSO,106.609
2014-07-01,East,Solar,TSO,520.6
2014-07-01,South,Solar,DSO,22.97
2014-07-01,South,Solar,TSO,87.0
2014-07-01,West,Solar,DSO,9.2
2014-08-01,East,Wind,DSO,349.389
2014-08-01,East,Wind,TSO,491.4
2014-08-01,East,Wind,TSO,34.0
2014-08-01,North,Wind,DSO,340.498
2014-08-01,North,Wind,TSO,356.9
2014-08-01,South,Wind,DSO,1093.551
2014-08-01,South,Wind,TSO,999.85
2014-08-01,South,Wind,TSO,28.8
2014-08-01,West,Wind,DSO,441.118
2014-08-01,West,Wind,TSO,720.0
2014-08-01,West,Wind,TSO,83.0
2014-08-01,East,Solar,DSO,106.609
2014-08-01,East,Solar,TSO,520.6
2014-08-01,South,Solar,DSO,22.97
2014-08-01,South,Solar,TSO,87.0
2014-08-01,West,Solar,DSO,9.2
2014-09-01,East,Wind,DSO,349.389
2014-09-01,East,Wind,TSO,491.4
2014-09-01,East,Wind,TSO,34.0
2014-09-01,North,Wind,DSO,340.498
2014-09-01,North,Wind,TSO,356.9
2014-09-01,South,Wind,DSO,1093.551
2014-09-01,South,Wind,TSO,999.85
2014-09-01,South,Wind,TSO,28.8
2014-09-01,West,Wind,DSO,441.118
2014-09-01,West,Wind,TSO,720.0
2014-09-01,West,Wind,TSO,83.0
2014-09-01,East,Solar,DSO,106.609
2014-09-01,East,Solar,TSO,520.6
2014-09-01,South,Solar,DSO,22.97
2014-09-01,South,Solar,TSO,87.0
2014-09-01,West,Solar,DSO,9.2
2014-10-01,East,Wind,DSO,349.389
2014-10-01,East,Wind,TSO,491.4
2014-10-01,East,Wind,TSO,34.0
2014-10-01,North,Wind,DSO,340.498
2014-10-01,North,Wind,TSO,356.9
2014-10-01,South,Wind,DSO,1093.551
2014-10-01,South,Wind,TSO,999.85
2014-10-01,South,Wind,TSO,28.8
2014-10-01,West,Wind,DSO,441.118
2014-10-01,West,Wind,TSO,720.0
2014-10-01,West,Wind,TSO,83.0
2014-10-01,East,Solar,DSO,106.609
2014-10-01,East,Solar,TSO,520.6
2014-10-01,South,Solar,DSO,22.97
2014-10-01,South,Solar,TSO,87.0
2014-10-01,West,Solar,DSO,9.2
2014-11-01,East,Wind,DSO,349.389
2014-11-01,East,Wind,TSO,491.4
2014-11-01,East,Wind,TSO,34.0
2014-11-01,North,Wind,DSO,340.498
2014-11-01,North,Wind,TSO,356.9
2014-11-01,South,Wind,DSO,1093.551
2014-11-01,South,Wind,TSO,999.85
2014-11-01,South,Wind,TSO,28.8
2014-11-01,West,Wind,DSO,441.118
2014-11-01,West,Wind,TSO,720.0
2014-11-01,West,Wind,TSO,83.0
2014-11-01,East,Solar,DSO,106.609
2014-11-01,East,Solar,TSO,520.6
2014-11-01,South,Solar,DSO,22.97
2014-11-01,South,Solar,TSO,87.0
2014-11-01,West,Solar,DSO,9.2
2014-12-01,East,Wind,DSO,349.389
2014-12-01,East,Wind,TSO,491.4
2014-12-01,East,Wind,TSO,34.0
2014-12-01,North,Wind,DSO,340.498
2014-12-01,North,Wind,TSO,356.9
2014-12-01,South,Wind,DSO,1093.551
2014-12-01,South,Wind,TSO,999.85
2014-12-01,South,Wind,TSO,28.8
2014-12-01,West,Wind,DSO,441.118
2014-12-01,West,Wind,TSO,720.0
2014-12-01,West,Wind,TSO,83.0
2014-12-01,East,Solar,DSO,106.609
2014-12-01,East,Solar,TSO,520.6
2014-12-01,South,Solar,DSO,22.97
2014-12-01,South,Solar,TSO,87.0
2014-12-01,West,Solar,DSO,9.2
2015-01-01,East,Wind,DSO,349.389
2015-01-01,East,Wind,TSO,491.4
2015-01-01,East,Wind,TSO,34.0
2015-01-01,North,Wind,DSO,340.498
2015-01-01,North,Wind,TSO,356.9
2015-01-01,South,Wind,DSO,1093.551
2015-01-01,South,Wind,TSO,999.85
2015-01-01,South,Wind,TSO,28.8
2015-01-01,West,Wind,DSO,441.118
2015-01-01,West,Wind,TSO,720.0
2015-01-01,West,Wind,TSO,83.0
2015-01-01,East,Solar,DSO,106.609
2015-01-01,East,Solar,TSO,520.6
2015-01-01,South,Solar,DSO,22.97
2015-01-01,South,Solar,TSO,87.0
2015-01-01,West,Solar,DSO,9.2
2015-02-01,East,Wind,DSO,349.389
2015-02-01,East,Wind,TSO,491.4
2015-02-01,East,Wind,TSO,34.0
2015-02-01,North,Wind,DSO,340.498
2015-02-01,North,Wind,TSO,356.9
2015-02-01,South,Wind,DSO,1093.551
2015-02-01,South,Wind,TSO,999.85
2015-02-01,South,Wind,TSO,28.8
2015-02-01,West,Wind,DSO,441.118
2015-02-01,West,Wind,TSO,720.0
2015-02-01,West,Wind,TSO,83.0
2015-02-01,East,Solar,DSO,106.609
2015-02-01,East,Solar,TSO,520.6
2015-02-01,South,Solar,DSO,22.97
2015-02-01,South,Solar,TSO,87.0
2015-02-01,West,Solar,DSO,9.2
2015-03-01,East,Wind,DSO,349.389
2015-03-01,East,Wind,TSO,491.4
2015-03-01,East,Wind,TSO,34.0
2015-03-01,North,Wind,DSO,340.498
2015-03-01,North,Wind,TSO,356.9
2015-03-01,South,Wind,DSO,1093.551
2015-03-01,South,Wind,TSO,999.85
2015-03-01,South,Wind,TSO,28.8
2015-03-01,West,Wind,DSO,441.118
2015-03-01,West,Wind,TSO,720.0
2015-03-01,West,Wind,TSO,83.0
2015-03-01,East,Solar,DSO,106.609
2015-03-01,East,Solar,TSO,520.6
2015-03-01,South,Solar,DSO,22.97
2015-03-01,South,Solar,TSO,87.0
2015-03-01,West,Solar,DSO,9.2
2015-04-01,East,Wind,DSO,349.389
2015-04-01,East,Wind,TSO,491.4
2015-04-01,East,Wind,TSO,34.0
2015-04-01,North,Wind,DSO,340.498
2015-04-01,North,Wind,TSO,356.9
2015-04-01,South,Wind,DSO,1093.551
2015-04-01,South,Wind,TSO,999.85
2015-04-01,South,Wind,TSO,28.8
2015-04-01,West,Wind,DSO,441.118
2015-04-01,West,Wind,TSO,720.0
2015-04-01,West,Wind,TSO,83.0
2015-04-01,East,Solar,DSO,106.609
2015-04-01,East,Solar,TSO,520.6
2015-04-01,South,Solar,DSO,22.97
2015-04-01,South,Solar,TSO,87.0
2015-04-01,West,Solar,DSO,9.2
2015-05-01,East,Wind,DSO,349.389
2015-05-01,East,Wind,TSO,491.4
2015-05-01,East,Wind,TSO,34.0
2015-05-01,North,Wind,DSO,340.498
2015-05-01,North,Wind,TSO,356.9
2015-05-01,South,Wind,DSO,1093.551
2015-05-01,South,Wind,TSO,999.85
2015-05-01,South,Wind,TSO,28.8
2015-05-01,West,Wind,DSO,441.118
2015-05-01,West,Wind,TSO,720.0
2015-05-01,West,Wind,TSO,83.0
2015-05-01,East,Solar,DSO,106.609
2015-05-01,East,Solar,TSO,520.6
2015-05-01,South,Solar,DSO,22.97
2015-05-01,South,Solar,TSO,87.0
2015-05-01,West,Solar,DSO,9.2
2015-06-01,East,Wind,DSO,349.389
2015-06-01,East,Wind,TSO,491.4
2015-06-01,East,Wind,TSO,34.0
2015-06-01,North,Wind,DSO,340.498
2015-06-01,North,Wind,TSO,356.9
2015-06-01,South,Wind,DSO,1093.551
2015-06-01,South,Wind,TSO,999.85
2015-06-01,South,Wind,TSO,28.8
2015-06-01,West,Wind,DSO,441.118
2015-06-01,West,Wind,TSO,720.0
2015-06-01,West,Wind,TSO,83.0
2015-06-01,East,Solar,DSO,106.609
2015-06-01,East,Solar,TSO,520.6
2015-06-01,South,Solar,DSO,22.97
2015-06-01,South,Solar,TSO,87.0
2015-06-01,West,Solar,DSO,9.2
2015-07-01,East,Wind,DSO,349.389
2015-07-01,East,Wind,TSO,491.4
2015-07-01,East,Wind,TSO,34.0
2015-07-01,North,Wind,DSO,340.498
2015-07-01,North,Wind,TSO,356.9
2015-07-01,South,Wind,DSO,1093.551
2015-07-01,South,Wind,TSO,999.85
2015-07-01,South,Wind,TSO,28.8
2015-07-01,West,Wind,DSO,441.118
2015-07-01,West,Wind,TSO,720.0
2015-07-01,West,Wind,TSO,83.0
2015-07-01,East,Solar,DSO,106.609
2015-07-01,East,Solar,TSO,520.6
2015-07-01,South,Solar,DSO,22.97
2015-07-01,South,Solar,TSO,87.0
2015-07-01,West,Solar,DSO,9.2
2015-08-01,East,Wind,DSO,349.389
2015-08-01,East,Wind,TSO,491.4
2015-08-01,East,Wind,TSO,34.0
2015-08-01,North,Wind,DSO,340.498
2015-08-01,North,Wind,TSO,356.9
2015-08-01,South,Wind,DSO,1093.551
2015-08-01,South,Wind,TSO,999.85
2015-08-01,South,Wind,TSO,28.8
2015-08-01,West,Wind,DSO,441.118
2015-08-01,West,Wind,TSO,720.0
2015-08-01,West,Wind,TSO,83.0
2015-08-01,East,Solar,DSO,106.609
2015-08-01,East,Solar,TSO,520.6
2015-08-01,South,Solar,DSO,22.97
2015-08-01,South,Solar,TSO,87.0
2015-08-01,West,Solar,DSO,9.2
2015-09-01,East,Wind,DSO,349.389
2015-09-01,East,Wind,TSO,491.4
2015-09-01,East,Wind,TSO,34.0
2015-09-01,North,Wind,DSO,340.498
2015-09-01,North,Wind,TSO,356.9
2015-09-01,South,Wind,DSO,1093.551
2015-09-01,South,Wind,TSO,999.85
2015-09-01,South,Wind,TSO,28.8
2015-09-01,West,Wind,DSO,441.118
2015-09-01,West,Wind,TSO,720.0
2015-09-01,West,Wind,TSO,83.0
2015-09-01,East,Solar,DSO,106.609
2015-09-01,East,Solar,TSO,520.6
2015-09-01,South,Solar,DSO,22.97
2015-09-01,South,Solar,TSO,87.0
2015-09-01,West,Solar,DSO,9.2
2015-10-01,East,Wind,DSO,349.389
2015-10-01,East,Wind,TSO,491.4
2015-10-01,East,Wind,TSO,34.0
2015-10-01,North,Wind,DSO,340.498
2015-10-01,North,Wind,TSO,356.9
2015-10-01,South,Wind,DSO,1093.551
2015-10-01,South,Wind,TSO,999.85
2015-10-01,South,Wind,TSO,28.8
2015-10-01,West,Wind,DSO,441.118
2015-10-01,West,Wind,TSO,720.0
2015-10-01,West,Wind,TSO,83.0
2015-10-01,East,Solar,DSO,106.609
2015-10-01,East,Solar,TSO,520.6
2015-10-01,South,Solar,DSO,22.97
2015-10-01,South,Solar,TSO,87.0
2015-10-01,West,Solar,DSO,9.2
2015-11-01,East,Wind,DSO,349.389
2015-11-01,East,Wind,TSO,491.4
2015-11-01,East,Wind,TSO,34.0
2015-11-01,North,Wind,DSO,340.498
2015-11-01,North,Wind,TSO,356.9
2015-11-01,South,Wind,DSO,1093.551
2015-11-01,South,Wind,TSO,999.85
2015-11-01,South,Wind,TSO,28.8
2015-11-01,West,Wind,DSO,441.118
2015-11-01,West,Wind,TSO,720.0
2015-11-01,West,Wind,TSO,83.0
2015-11-01,East,Solar,DSO,106.609
2015-11-01,East,Solar,TSO,520.6
2015-11-01,South,Solar,DSO,22.97
2015-11-01,South,Solar,TSO,87.0
2015-11-01,West,Solar,DSO,9.2
2015-12-01,East,Wind,DSO,349.389
2015-12-01,East,Wind,TSO,491.4
2015-12-01,East,Wind,TSO,34.0
2015-12-01,North,Wind,DSO,340.498
2015-12-01,North,Wind,TSO,356.9
2015-12-01,South,Wind,DSO,1093.551
2015-12-01,South,Wind,TSO,999.85
2015-12-01,South,Wind,TSO,28.8
2015-12-01,West,Wind,DSO,441.118
2015-12-01,West,Wind,TSO,720.0
2015-12-01,West,Wind,TSO,83.0
2015-12-01,East,Solar,DSO,106.609
2015-12-01,East,Solar,TSO,520.6
2015-12-01,South,Solar,DSO,22.97
2015-12-01,South,Solar,TSO,87.0
2015-12-01,West,Solar,DSO,9.2
2016-01-01,East,Wind,DSO,349.389
2016-01-01,East,Wind,TSO,491.4
2016-01-01,East,Wind,TSO,34.0
2016-01-01,North,Wind,DSO,340.498
2016-01-01,North,Wind,TSO,356.9
2016-01-01,South,Wind,DSO,1093.551
2016-01-01,South,Wind,TSO,999.85
2016-01-01,South,Wind,TSO,28.8
2016-01-01,West,Wind,DSO,441.118
2016-01-01,West,Wind,TSO,720.0
2016-01-01,West,Wind,TSO,83.0
2016-01-01,East,Solar,DSO,106.609
2016-01-01,East,Solar,TSO,520.6
2016-01-01,South,Solar,DSO,22.97
2016-01-01,South,Solar,TSO,87.0
2016-01-01,West,Solar,DSO,9.2
2016-02-01,East,Wind,DSO,349.389
2016-02-01,East,Wind,TSO,491.4
2016-02-01,East,Wind,TSO,34.0
2016-02-01,North,Wind,DSO,340.498
2016-02-01,North,Wind,TSO,356.9
2016-02-01,South,Wind,DSO,1093.551
2016-02-01,South,Wind,TSO,999.85
2016-02-01,South,Wind,TSO,28.8
2016-02-01,West,Wind,DSO,441.118
2016-02-01,West,Wind,TSO,720.0
2016-02-01,West,Wind,TSO,83.0
2016-02-01,East,Solar,DSO,106.609
2016-02-01,East,Solar,TSO,520.6
2016-02-01,South,Solar,DSO,22.97
2016-02-01,South,Solar,TSO,87.0
2016-02-01,West,Solar,DSO,9.2
2016-03-01,East,Wind,DSO,349.389
2016-03-01,East,Wind,TSO,491.4
2016-03-01,East,Wind,TSO,34.0
2016-03-01,North,Wind,DSO,340.498
2016-03-01,North,Wind,TSO,356.9
2016-03-01,South,Wind,DSO,1093.551
2016-03-01,South,Wind,TSO,999.85
2016-03-01,South,Wind,TSO,28.8
2016-03-01,West,Wind,DSO,441.118
2016-03-01,West,Wind,TSO,720.0
2016-03-01,West,Wind,TSO,83.0
2016-03-01,East,Solar,DSO,106.609
2016-03-01,East,Solar,TSO,520.6
2016-03-01,South,Solar,DSO,22.97
2016-03-01,South,Solar,TSO,87.0
2016-03-01,West,Solar,DSO,9.2
2016-04-01,East,Wind,DSO,349.389
2016-04-01,East,Wind,TSO,491.4
2016-04-01,East,Wind,TSO,34.0
2016-04-01,North,Wind,DSO,340.498
2016-04-01,North,Wind,TSO,356.9
2016-04-01,South,Wind,DSO,1093.551
2016-04-01,South,Wind,TSO,999.85
2016-04-01,South,Wind,TSO,28.8
2016-04-01,West,Wind,DSO,441.118
2016-04-01,West,Wind,TSO,720.0
2016-04-01,West,Wind,TSO,83.0
2016-04-01,East,Solar,DSO,106.609
2016-04-01,East,Solar,TSO,520.6
2016-04-01,South,Solar,DSO,22.97
2016-04-01,South,Solar,TSO,87.0
2016-04-01,West,Solar,DSO,9.2
2016-05-01,East,Wind,DSO,349.389
2016-05-01,East,Wind,TSO,491.4
2016-05-01,East,Wind,TSO,34.0
2016-05-01,North,Wind,DSO,340.498
2016-05-01,North,Wind,TSO,356.9
2016-05-01,South,Wind,DSO,1093.551
2016-05-01,South,Wind,TSO,999.85
2016-05-01,South,Wind,TSO,28.8
2016-05-01,West,Wind,DSO,441.118
2016-05-01,West,Wind,TSO,720.0
2016-05-01,West,Wind,TSO,83.0
2016-05-01,East,Solar,DSO,106.609
2016-05-01,East,Solar,TSO,520.6
2016-05-01,South,Solar,DSO,22.97
2016-05-01,South,Solar,TSO,87.0
2016-05-01,West,Solar,DSO,9.2
2016-06-01,East,Wind,DSO,349.389
2016-06-01,East,Wind,TSO,491.4
2016-06-01,East,Wind,TSO,34.0
2016-06-01,North,Wind,DSO,340.498
2016-06-01,North,Wind,TSO,356.9
2016-06-01,South,Wind,DSO,1093.551
2016-06-01,South,Wind,TSO,999.85
2016-06-01,South,Wind,TSO,28.8
2016-06-01,West,Wind,DSO,441.118
2016-06-01,West,Wind,TSO,720.0
2016-06-01,West,Wind,TSO,83.0
2016-06-01,East,Solar,DSO,106.609
2016-06-01,East,Solar,TSO,520.6
2016-06-01,South,Solar,DSO,22.97
2016-06-01,South,Solar,TSO,87.0
2016-06-01,West,Solar,DSO,9.2
2016-07-01,East,Wind,DSO,349.389
2016-07-01,East,Wind,TSO,491.4
2016-07-01,East,Wind,TSO,34.0
2016-07-01,North,Wind,DSO,340.498
2016-07-01,North,Wind,TSO,356.9
2016-07-01,South,Wind,DSO,1093.551
2016-07-01,South,Wind,TSO,999.85
2016-07-01,South,Wind,TSO,28.8
2016-07-01,West,Wind,DSO,441.118
2016-07-01,West,Wind,TSO,720.0
2016-07-01,West,Wind,TSO,83.0
2016-07-01,East,Solar,DSO,106.609
2016-07-01,East,Solar,TSO,520.6
2016-07-01,South,Solar,DSO,22.97
2016-07-01,South,Solar,TSO,87.0
2016-07-01,West,Solar,DSO,9.2
2016-08-01,East,Wind,DSO,349.389
2016-08-01,East,Wind,TSO,491.4
2016-08-01,East,Wind,TSO,34.0
2016-08-01,North,Wind,DSO,340.498
2016-08-01,North,Wind,TSO,356.9
2016-08-01,South,Wind,DSO,1093.551
2016-08-01,South,Wind,TSO,999.85
2016-08-01,South,Wind,TSO,28.8
2016-08-01,West,Wind,DSO,441.118
2016-08-01,West,Wind,TSO,720.0
2016-08-01,West,Wind,TSO,83.0
2016-08-01,East,Solar,DSO,106.609
2016-08-01,East,Solar,TSO,520.6
2016-08-01,South,Solar,DSO,22.97
2016-08-01,South,Solar,TSO,87.0
2016-08-01,West,Solar,DSO,9.2
2016-09-01,East,Wind,DSO,349.389
2016-09-01,East,Wind,TSO,491.4
2016-09-01,East,Wind,TSO,34.0
2016-09-01,North,Wind,DSO,340.498
2016-09-01,North,Wind,TSO,356.9
2016-09-01,South,Wind,DSO,1093.551
2016-09-01,South,Wind,TSO,999.85
2016-09-01,South,Wind,TSO,28.8
2016-09-01,West,Wind,DSO,441.118
2016-09-01,West,Wind,TSO,720.0
2016-09-01,West,Wind,TSO,83.0
2016-09-01,East,Solar,DSO,106.609
2016-09-01,East,Solar,TSO,520.6
2016-09-01,South,Solar,DSO,22.97
2016-09-01,South,Solar,TSO,87.0
2016-09-01,West,Solar,DSO,9.2
2016-10-01,East,Wind,DSO,349.389
2016-10-01,East,Wind,TSO,491.4
2016-10-01,East,Wind,TSO,34.0
2016-10-01,North,Wind,DSO,340.498
2016-10-01,North,Wind,TSO,356.9
2016-10-01,South,Wind,DSO,1093.551
2016-10-01,South,Wind,TSO,999.85
2016-10-01,South,Wind,TSO,28.8
2016-10-01,West,Wind,DSO,441.118
2016-10-01,West,Wind,TSO,720.0
2016-10-01,West,Wind,TSO,83.0
2016-10-01,East,Solar,DSO,106.609
2016-10-01,East,Solar,TSO,520.6
2016-10-01,South,Solar,DSO,22.97
2016-10-01,South,Solar,TSO,87.0
2016-10-01,West,Solar,DSO,9.2
2016-11-01,East,Wind,DSO,349.389
2016-11-01,East,Wind,TSO,491.4
2016-11-01,East,Wind,TSO,34.0
2016-11-01,North,Wind,DSO,340.498
2016-11-01,North,Wind,TSO,356.9
2016-11-01,South,Wind,DSO,1093.551
2016-11-01,South,Wind,TSO,999.85
2016-11-01,South,Wind,TSO,28.8
2016-11-01,West,Wind,DSO,441.118
2016-11-01,West,Wind,TSO,720.0
2016-11-01,West,Wind,TSO,83.0
